,intrinsic_score
ELAVL3,0.5
PRSS29P,0.5
C9orf163,0.5
SPANXD,0.5
NBPF4,0.5
FGF16,0.5
AC111000.1,0.5
GK2,0.5
CCDC196,0.5
OR5AC2,0.5
SLC30A10,0.5
FAM180B,0.5
ALKAL1,0.5
LCE1B,0.5
AC079612.1,0.5
POU3F4,0.5
SPRR2B,0.5
CHRNG,0.5
PATE2,0.5
KRT39,0.5
TEX43,0.5
OR2T4,0.5
ZNF705A,0.5
NXF4,0.5
AL360004.1,0.5
FAM163B,0.5
OR51A6P,0.5
KRT35,0.5
LCE1C,0.5
NPSR1-AS1,0.5
ZNF679,0.5
AL672167.1,0.5
LINC02291,0.5
ADGRA1,0.5
OR1J2,0.5
SLC2A7,0.5
GUCA2A,0.5
OR10D3,0.5
DIO3,0.5
HIST1H3D,0.5
FABP12,0.5
GGT3P,0.5
OR13G1,0.5
AC073648.1,0.5
ADAM3A,0.5
PCDHB11,0.5
GALP,0.5
OR6Y1,0.5
KCNMB2,0.5
DMBX1,0.5
ATP11AUN,0.5
SERPINB13,0.5
CCER1,0.5
SLC22A24,0.5
OR6C74,0.5
LHFPL5,0.5
HOXC6,0.5
STPG3,0.5
MAP1LC3C,0.5
OR5B17,0.5
OR52M1,0.5
CYP2A13,0.5
OR5M12P,0.5
OR1S2,0.5
SLC22A12,0.5
NRAP,0.5
SLC22A6,0.5
IFNA1,0.5
OR5H2,0.5
AKAP17A,0.5
ELOVL2,0.5
SPANXA1,0.5
ZNF560,0.5
TUBA3C,0.5
AVPR1B,0.5
DSCR8,0.5
POTEH,0.5
KRTAP9-9,0.5
KRTAP4-6,0.5
MB,0.5
DEFB107B,0.5
ZNF849P,0.5
FAM47C,0.5
BPIFA1,0.5
CSF2RA,0.5
OR5BB1P,0.5
KRTAP4-5,0.5
NUP210P1,0.5
TMEM239,0.5
OR7A11P,0.5
KRTAP13-1,0.5
TMEM207,0.5
KRTAP4-1,0.5
CCT8L2,0.5
B3GNT6,0.5
AC007920.1,0.5
RD3,0.5
SPANXC,0.5
ZNF536,0.5
OR2M2,0.5
FAM3D,0.5
LPA,0.5
OR10G6,0.5
OR10R3P,0.5
GPX6,0.5
EPS8L3,0.5
EGFL6,0.5
OR4D12P,0.5
BRINP2,0.5
MAGEB3,0.5
PNMA5,0.5
DCAF12L1,0.5
CSAG1,0.5
SOWAHA,0.5
OR10R2,0.5
MIRLET7E,0.5
MIR30E,0.5
MIRLET7A2,0.5
MIR429,0.5
MIR380,0.5
MIR449A,0.5
MIR16-2,0.5
MIR340,0.5
MIR448,0.5
MIR377,0.5
MIR1-1,0.5
MIR381,0.5
MIR339,0.5
MIR369,0.5
MIRLET7C,0.5
MIR371A,0.5
MIR425,0.5
MIR103A1,0.5
MIR210,0.5
MIR335,0.5
MIR378A,0.5
MIR361,0.5
MIR135B,0.5
MIR101-2,0.5
MIR26A1,0.5
MIR129-2,0.5
MIR342,0.5
MIR148A,0.5
MIR326,0.5
MIR410,0.5
MIR372,0.5
MIR302C,0.5
MIR409,0.5
MIR411,0.5
MIR148B,0.5
MIR383,0.5
MIR450A1,0.5
MIRLET7D,0.5
MIR101-1,0.5
MIR302D,0.5
MIRLET7G,0.5
MIR337,0.5
MIR422A,0.5
MIR208A,0.5
MIR96,0.5
MIR126,0.5
MIRLET7A1,0.5
MIR331,0.5
MIRLET7I,0.5
RNU6-500P,0.5
RNU6-896P,0.5
RNU6-874P,0.5
RNA5S12,0.5
RNU6-349P,0.5
RNU6-661P,0.5
RNU1-58P,0.5
RNU6-502P,0.5
RNU6-1312P,0.5
RNU6-222P,0.5
RNU4-82P,0.5
RNU4-39P,0.5
RNU6-1298P,0.5
RNU6-230P,0.5
RNU6-204P,0.5
RNA5S3,0.5
RNU6-766P,0.5
RNA5S1,0.5
SNORA63,0.5
RNA5SP327,0.5
SNORD114-7,0.5
RNU6-600P,0.5
RNA5S5,0.5
RNY4P19,0.5
SNORA1B,0.5
VTRNA3-1P,0.5
RNU1-108P,0.5
RNU6-543P,0.5
RNU6-845P,0.5
RNA5SP388,0.5
RNU4-35P,0.5
RNU1-62P,0.5
RN7SKP104,0.5
RNU4-15P,0.5
RNU1-70P,0.5
SNORD115-25,0.5
RNU6-1313P,0.5
RNU1-94P,0.5
RNU6-247P,0.5
RNA5SP477,0.5
RNU6-212P,0.5
RNU6-386P,0.5
RNU6-462P,0.5
RNA5SP305,0.5
RNA5SP195,0.5
RNU6-545P,0.5
RNA5SP361,0.5
RNU6-228P,0.5
RNA5SP174,0.5
SNORD18C,0.5
SNORD114-1,0.5
RNU6-822P,0.5
RNA5SP119,0.5
RNA5SP321,0.5
SNORD114-14,0.5
RNU6-1301P,0.5
RNU6-562P,0.5
RNA5SP258,0.5
RNU6-989P,0.5
RNU6-1010P,0.5
RNU1-14P,0.5
SNORD33,0.5
RNU4-79P,0.5
RNA5SP319,0.5
RNU4-90P,0.5
SNORD3G,0.5
RNU4-21P,0.5
SNORD16,0.5
RNU6-862P,0.5
RN7SKP185,0.5
RNU1-38P,0.5
RNU6-446P,0.5
RNU6-223P,0.5
RNU6-170P,0.5
SNORD115-29,0.5
RNU4-23P,0.5
RNU6-655P,0.5
RNU6-1079P,0.5
RNU6-227P,0.5
SNORD104,0.5
RNA5SP426,0.5
RNU1-76P,0.5
SNORD115-9,0.5
RNU6-1287P,0.5
SNORA52,0.5
SNORA80C,0.5
RNU6-836P,0.5
RNU6-1233P,0.5
SNORD114-5,0.5
RNU6-1159P,0.5
RNA5SP383,0.5
RNU6-428P,0.5
RNU6-1260P,0.5
RNU6-199P,0.5
SNORD115-21,0.5
RNU1-72P,0.5
RNU6-490P,0.5
RNU6-1120P,0.5
RNU6-582P,0.5
RNU6-495P,0.5
RNA5SP452,0.5
RNU6-330P,0.5
RNU6-249P,0.5
RNU6-1273P,0.5
RNU6-492P,0.5
RNA5S10,0.5
SNORD114-16,0.5
RNU4-44P,0.5
RNU6-161P,0.5
RNU6-1252P,0.5
RNA5SP405,0.5
RNY1P16,0.5
RN7SKP75,0.5
RNA5SP443,0.5
SNORD115-14,0.5
RNU6-797P,0.5
RNA5SP264,0.5
RNU6-486P,0.5
RNA5SP448,0.5
RNU6-642P,0.5
RNU6-403P,0.5
RNU4-73P,0.5
RNU6-812P,0.5
RNU4-58P,0.5
RNA5SP326,0.5
RNU6-433P,0.5
SNORD114-31,0.5
RNU6-252P,0.5
RNU6-251P,0.5
RNU6-984P,0.5
RNU6-774P,0.5
RNU6-1021P,0.5
RNY1P10,0.5
RNU6-544P,0.5
RNU6-216P,0.5
RN7SKP145,0.5
SNORD115-18,0.5
RNA5SP350,0.5
RNU6-1309P,0.5
RNU1-19P,0.5
RNU6-238P,0.5
RNU1-20P,0.5
RNU6-832P,0.5
RNU6-745P,0.5
RNU6-697P,0.5
RNU6-179P,0.5
RNU6-626P,0.5
RNA5SP263,0.5
RNU6-529P,0.5
SNORD35A,0.5
RNU6-838P,0.5
RNU4-32P,0.5
RNU6-624P,0.5
RNU1-83P,0.5
RNA5SP483,0.5
U3,0.5
SNORA63,0.5
RNU6-183P,0.5
RNA5SP333,0.5
RNU1-49P,0.5
RNA5S8,0.5
RNU6-485P,0.5
RNU6-1285P,0.5
RNU6-792P,0.5
RNU6-511P,0.5
RNU5E-10P,0.5
RNU5B-4P,0.5
RNA5S4,0.5
RNU6-509P,0.5
RNU6-698P,0.5
SNORD115-24,0.5
RNU6-1099P,0.5
SNORD114-23,0.5
RNA5SP346,0.5
SNORD114-26,0.5
RNU6-1155P,0.5
RNU4-81P,0.5
RNU6-799P,0.5
RNU6-1066P,0.5
RNU6-1339P,0.5
RNU6-1112P,0.5
RNU6-1097P,0.5
SNORD118,0.5
RNA5SP403,0.5
RNU6-112P,0.5
RNU6-1125P,0.5
RN7SKP44,0.5
SNORD115-41,0.5
SNORD114-28,0.5
RNU6-1017P,0.5
RNU6-1244P,0.5
RNA5SP322,0.5
RNU6-1205P,0.5
RNU6-1209P,0.5
RNY4P14,0.5
RNU6-1331P,0.5
SNORD35B,0.5
RNY4P6,0.5
RNU6-137P,0.5
RNU6-1020P,0.5
RNU6-525P,0.5
RNU6-288P,0.5
RNU6-640P,0.5
SNORD115-39,0.5
RNU5F-7P,0.5
RNU6-1284P,0.5
RNU6-414P,0.5
RNA5SP514,0.5
SNORD115-33,0.5
RNU1-87P,0.5
RNA5SP50,0.5
SNORD114-11,0.5
SNORD114-25,0.5
RNU6-1059P,0.5
SNORD18A,0.5
RNA5SP325,0.5
RNY1P11,0.5
SNORD113-7,0.5
SNORD114-27,0.5
RNU6-1210P,0.5
RNU6-226P,0.5
RNU4-92P,0.5
SNORA5B,0.5
RNU6-1188P,0.5
RNU6-912P,0.5
RN7SKP174,0.5
RN7SKP160,0.5
RNU6-263P,0.5
RNA5SP335,0.5
RNU6-873P,0.5
RNU6-682P,0.5
SNORD115-8,0.5
RNU6-271P,0.5
RNU6-194P,0.5
RNU1-31P,0.5
RNU6-236P,0.5
SNORD115-16,0.5
RNU6-884P,0.5
RN7SKP113,0.5
RNU6-961P,0.5
RNU6-105P,0.5
RNU1-65P,0.5
RNU6-631P,0.5
RNU6-753P,0.5
RNU6-770P,0.5
SNORD115-28,0.5
RNA5SP275,0.5
RNU1-32P,0.5
RNU6-1091P,0.5
SNORA38,0.5
RNU6-1204P,0.5
SNORD114-2,0.5
RN7SKP134,0.5
SNORD36B,0.5
RNU6-82P,0.5
RNU6-340P,0.5
RNU6-560P,0.5
SNORD14E,0.5
RNU6-681P,0.5
RNU1-146P,0.5
RNU6-598P,0.5
RNU4-13P,0.5
RNU6-1243P,0.5
RNU1-42P,0.5
RNA5SP435,0.5
RNU6-1048P,0.5
RNU6-960P,0.5
RNU6-501P,0.5
RNU6-289P,0.5
RNU5A-8P,0.5
RNU4-87P,0.5
RNU1-7P,0.5
SNORD115-30,0.5
RNA5SP516,0.5
RNU6-270P,0.5
RNU6-280P,0.5
RNU6-374P,0.5
RNU6-743P,0.5
RNY3P11,0.5
SNORD74B,0.5
RN7SKP107,0.5
RNU6-704P,0.5
RNU1-96P,0.5
RNA5SP242,0.5
RNU6-268P,0.5
RNU6-668P,0.5
RNA5SP336,0.5
RNU6-461P,0.5
RNU4-84P,0.5
RNU4-51P,0.5
RNU6-188P,0.5
RNU6-173P,0.5
RNU6-266P,0.5
RNU6-647P,0.5
RNU6-353P,0.5
SNORD115-42,0.5
RNA5SP175,0.5
RNU6-371P,0.5
RNU4-36P,0.5
RNU6-1229P,0.5
RNA5SP368,0.5
RNU1-132P,0.5
RNU6-853P,0.5
RNU6-1322P,0.5
RNU6-115P,0.5
RNU6-670P,0.5
RNU4-68P,0.5
RNU4-33P,0.5
RNU6-1305P,0.5
SNORA63D,0.5
RNU4-50P,0.5
RNU6-978P,0.5
RNY1P1,0.5
RNU6-654P,0.5
RNU6-990P,0.5
RNU6-1075P,0.5
SNORD114-6,0.5
SNORD73B,0.5
RNU6-755P,0.5
RNU1-112P,0.5
RNA5SP192,0.5
5S_rRNA,0.5
RN7SKP171,0.5
RN7SKP76,0.5
RNU1-34P,0.5
RNU4-41P,0.5
SNORD115-27,0.5
SNORA65,0.5
RN7SKP227,0.5
RNU4-59P,0.5
SNORD114-30,0.5
RNU6-361P,0.5
SNORD115-22,0.5
RNU6-421P,0.5
RNU4-38P,0.5
RNA5S14,0.5
RNU6-522P,0.5
RNU6-1251P,0.5
RNU6-558P,0.5
RNU6-1163P,0.5
SNORA68B,0.5
RNU6-1141P,0.5
RNA5SP140,0.5
SNORD14B,0.5
RNA5SP204,0.5
RNU6-1277P,0.5
RNU6-335P,0.5
RNU4-24P,0.5
RNU6-660P,0.5
RNU4-67P,0.5
RNA5SP515,0.5
RNU6-646P,0.5
RNU6-309P,0.5
RNU6-1082P,0.5
RNA5SP509,0.5
SNORA63C,0.5
RNU6-1317P,0.5
RNY4P7,0.5
RNU4-75P,0.5
RN7SKP275,0.5
RNU6-312P,0.5
SNORA71C,0.5
RNU6-707P,0.5
RNA5SP513,0.5
RNU6-645P,0.5
RNU6-450P,0.5
RNA5SP478,0.5
RNU4-85P,0.5
RNU6-726P,0.5
RNU6-973P,0.5
RN7SKP50,0.5
RNA5SP510,0.5
SNORD114-17,0.5
RNU4-56P,0.5
RNU1-93P,0.5
RNU6-343P,0.5
RNU6-593P,0.5
RNA5S2,0.5
RNU6-99P,0.5
RNU6-740P,0.5
RNU4-16P,0.5
RNU4-42P,0.5
RNU4-28P,0.5
RN7SKP15,0.5
RNU6-200P,0.5
RNU1-91P,0.5
RNU6-621P,0.5
SNORD115-48,0.5
RNU6-1187P,0.5
RNU6-865P,0.5
RNU4-91P,0.5
RNY4P34,0.5
RNU6-283P,0.5
RNU12-2P,0.5
RN7SKP6,0.5
SNORD32A,0.5
RNU6-1107P,0.5
RNA5SP334,0.5
RNA5SP359,0.5
RNU6-686P,0.5
RNU6-1303P,0.5
RNU6-304P,0.5
RNA5SP479,0.5
RNA5SP160,0.5
RNU6-828P,0.5
RNU6-534P,0.5
RNU6-119P,0.5
SNORD52,0.5
RNU6-336P,0.5
RNA5SP302,0.5
RNU6-384P,0.5
SNORA5C,0.5
RNU6-1325P,0.5
RNU6-275P,0.5
SNORD117,0.5
RNU6-1180P,0.5
RNU6-915P,0.5
RNU6-526P,0.5
RNY4P17,0.5
SNORD48,0.5
SNORD115-1,0.5
SNORD114-3,0.5
SNORD31B,0.5
RNU6-702P,0.5
RNU6-294P,0.5
RN7SKP178,0.5
RNU6-967P,0.5
RN7SKP153,0.5
SNORD114-24,0.5
RNY1P13,0.5
SNORD115-38,0.5
RNU1-140P,0.5
RNA5SP442,0.5
RNA5SP485,0.5
RNA5SP363,0.5
SNORD115-10,0.5
SNORD113-9,0.5
RN7SKP22,0.5
RNU6-619P,0.5
RNU6-1240P,0.5
RNU6-399P,0.5
RNU6-215P,0.5
RNA5SP324,0.5
RNU6-391P,0.5
RNA5SP455,0.5
RNU4-66P,0.5
RNU6-1175P,0.5
RNU6-715P,0.5
RNU6-1280P,0.5
RNU6-1306P,0.5
RNU6-1172P,0.5
RNU4-12P,0.5
RNU6-690P,0.5
RNU6-302P,0.5
RNY4P3,0.5
SNORD114-18,0.5
RNU6-407P,0.5
RNU4-11P,0.5
RNU6-742P,0.5
RNU6-1327P,0.5
RNU6-497P,0.5
SNORD115-31,0.5
SNORA30B,0.5
SNORD113-1,0.5
RNA5SP427,0.5
RNU1-115P,0.5
RNU6-169P,0.5
RNU1-51P,0.5
RNU6-282P,0.5
RNU6-1138P,0.5
RNU6-53P,0.5
RNU6-396P,0.5
RNU6-737P,0.5
RN7SKP186,0.5
RNU6-1276P,0.5
RNU6-728P,0.5
SNORD14C,0.5
RNA5S16,0.5
SNORD115-44,0.5
RNU6-596P,0.5
RNU6-117P,0.5
RNU6-1130P,0.5
RNU6-996P,0.5
RNU1-64P,0.5
RNU1-84P,0.5
RNA5SP366,0.5
RNU6-609P,0.5
RNU6-359P,0.5
RNU4-45P,0.5
RNU6-1051P,0.5
RNU6-326P,0.5
RNA5SP277,0.5
RNU6-652P,0.5
SNORA62,0.5
SNORD115-43,0.5
SNORA25B,0.5
RNU1-55P,0.5
RNA5SP279,0.5
RNA5SP211,0.5
RN7SKP292,0.5
RNU6-61P,0.5
RNY3P13,0.5
RNU6-744P,0.5
RNU6-108P,0.5
RNU4-48P,0.5
RNU5E-6P,0.5
RNU6-669P,0.5
RNU4-17P,0.5
RNU4-20P,0.5
RN7SKP81,0.5
RNU6-81P,0.5
RNU6-499P,0.5
RNU6-597P,0.5
RNU6-716P,0.5
RNU6-898P,0.5
RNA5SP151,0.5
SNORD34,0.5
RNU6-805P,0.5
VTRNA1-3,0.5
RNU6-650P,0.5
SNORD18B,0.5
RNU6-395P,0.5
RNU6-1329P,0.5
MIR539,0.5
MIR421,0.5
MIR146B,0.5
MIR582,0.5
AL022323.1,0.5
AC022080.1,0.5
IQANK1,0.5
TAS2R2P,0.5
OR52J1P,0.5
OR1F2P,0.5
GP1BB,0.5
LINC01285,0.5
OR2T5,0.5
OR2W5,0.5
TCP10,0.5
C6orf99,0.5
LINC00862,0.5
TEDDM1,0.5
METTL11B,0.5
TMEM244,0.5
OR10T1P,0.5
SPRN,0.5
AL591704.1,0.5
LELP1,0.5
FAM24A,0.5
LINC00222,0.5
PLPP4,0.5
PNLIPRP3,0.5
HSD3B1,0.5
HSD3BP2,0.5
HSD3B2,0.5
C1orf137,0.5
SMIM9,0.5
CHIAP2,0.5
AL121827.1,0.5
KHDC3L,0.5
DPPA5,0.5
C1orf146,0.5
LINC00632,0.5
C10orf62,0.5
CCDC160,0.5
DEFB110,0.5
GLYATL3,0.5
LDLRAD1,0.5
RHOXF2B,0.5
GLT6D1,0.5
CT83,0.5
TRPC5OS,0.5
CLPSL1,0.5
NPY4R,0.5
GPRIN2,0.5
TXNDC8,0.5
AWAT1,0.5
OR13C3,0.5
LINC00587,0.5
TMEM235,0.5
PAGE3,0.5
BTNL2,0.5
C6orf10,0.5
SP5,0.5
BTBD17,0.5
NXPE2,0.5
XAGE1A,0.5
PKP4-AS1,0.5
AL133343.1,0.5
CSHL1,0.5
C9orf170,0.5
TRIM49C,0.5
TRIM64,0.5
TRIM51BP,0.5
LINC01854,0.5
PRAMEF20,0.5
PRAMEF17,0.5
PRAMEF19,0.5
PRAMEF14,0.5
PRAMEF15,0.5
PRAMEF9,0.5
PRAMEF7,0.5
MCCD1,0.5
AADACL4,0.5
ZSCAN5C,0.5
PSORS1C2,0.5
C6orf15,0.5
DEFB122,0.5
DEFB121,0.5
LRCOL1,0.5
FOXB2,0.5
RNF39,0.5
HLA-J,0.5
DISP3,0.5
NMS,0.5
SSX9,0.5
ASPDH,0.5
MOG,0.5
OR2H2,0.5
CST9LP2,0.5
CBY3,0.5
CST13P,0.5
AC010624.1,0.5
C9orf57,0.5
IL31,0.5
AL133464.1,0.5
MAS1L,0.5
OR2H1,0.5
OR11A1,0.5
OR14J1,0.5
AL672167.2,0.5
UBTFL3,0.5
OR2J1,0.5
OR2B3,0.5
OR2W1,0.5
MAMDC2-AS1,0.5
LINC01951,0.5
AC008429.1,0.5
FOXD4L5,0.5
AL163540.1,0.5
SPATA31A1,0.5
IGFL2,0.5
KRTAP9-3,0.5
AC021218.1,0.5
KRTAP4-8,0.5
GPR20,0.5
KRTAP1-4,0.5
SPINK9,0.5
PRR20A,0.5
AC007389.1,0.5
LRRC10B,0.5
FBXO47,0.5
PCDHGA1,0.5
BLACE,0.5
PCDHA9,0.5
PCDHA8,0.5
PCDHA7,0.5
PCDHA5,0.5
PCDHA4,0.5
PCDHA2,0.5
PCDHA1,0.5
MS4A13,0.5
PRSS3P4,0.5
OR4D8P,0.5
OR5D16,0.5
AC136759.1,0.5
LGALS7,0.5
TMEM240,0.5
FAM205A,0.5
TMEM88B,0.5
C7orf66,0.5
TTLL10-AS1,0.5
SPDYE2,0.5
TRBV20OR9-2,0.5
CTXN3,0.5
MGAT4D,0.5
OR6C68,0.5
OR6C65,0.5
OR6C1,0.5
OR6C72P,0.5
SLCO6A1,0.5
C15orf59,0.5
LINC00661,0.5
OR52E6,0.5
KRT6A,0.5
KRTAP12-3,0.5
TP53TG3C,0.5
OR51A2,0.5
AC013472.1,0.5
C9orf92,0.5
LINC01310,0.5
AC025186.1,0.5
HTN3,0.5
ARSH,0.5
ACOT6,0.5
SMIM11A,0.5
TECRL,0.5
ADARB2-AS1,0.5
MBD3L4,0.5
CRLF2,0.5
AL136038.1,0.5
DPP9-AS1,0.5
AC098591.1,0.5
OR7E91P,0.5
NANOGNB,0.5
FAM99B,0.5
FAM99A,0.5
KRTAP5-2,0.5
AC108134.1,0.5
OR7E136P,0.5
DAZ4,0.5
OLIG2,0.5
C21orf62,0.5
PPP1R12BP2,0.5
DAZ2,0.5
USP17L6P,0.5
DEFB109C,0.5
IFITM5,0.5
SMIM21,0.5
DEFB109B,0.5
DEFA7P,0.5
DEFA1,0.5
TMEM211,0.5
SERPINB11,0.5
SERPINB5,0.5
KRTAP19-8,0.5
KRTAP20-4,0.5
KRTAP22-2,0.5
KRTAP27-1,0.5
CFAP99,0.5
AP000552.1,0.5
RNASE13,0.5
HBZP1,0.5
ELOA2,0.5
LINC02346,0.5
TSSK2,0.5
COL6A6,0.5
LRRC30,0.5
OR10C1,0.5
KRBOX1-AS1,0.5
RNU1-28P,0.5
RNU6-354P,0.5
RNU6-132P,0.5
RNU1-27P,0.5
SNORA57,0.5
RNU6-1286P,0.5
RNU6-431P,0.5
SNORA22B,0.5
RNU6-425P,0.5
RNU6-1296P,0.5
SNORD116-11,0.5
SNORD24,0.5
SNORA2A,0.5
RNU6-477P,0.5
RNU6-338P,0.5
RNU6-741P,0.5
RNU6-1264P,0.5
SNORD116-14,0.5
SNORA69,0.5
RNU6-979P,0.5
RNU1-39P,0.5
RNU6-969P,0.5
RNU1-63P,0.5
SNORD60,0.5
RNU6-657P,0.5
RNU6-1062P,0.5
SNORA70H,0.5
RNU6-672P,0.5
RNU6-449P,0.5
SNORA70G,0.5
RNU1-1,0.5
RNU6-608P,0.5
RNU6-1039P,0.5
RNU6-573P,0.5
RNU6-144P,0.5
SNORD21,0.5
RNU6-730P,0.5
RNU6-157P,0.5
RNU1-109P,0.5
SNORA56,0.5
RNU1-73P,0.5
RNU6-723P,0.5
RNU6-128P,0.5
RNU6-1227P,0.5
RNU6-1080P,0.5
RNU6-147P,0.5
RNU6-133P,0.5
RNU6-546P,0.5
RNU6-1074P,0.5
SNORD116-9,0.5
RNU6-1126P,0.5
RNU6-468P,0.5
RNU6-936P,0.5
RNU6-641P,0.5
RNVU1-18,0.5
RNU6-484P,0.5
RNU6-643P,0.5
RNU6-245P,0.5
RNU6-1083P,0.5
RNU6-1323P,0.5
SNORD101,0.5
SNORA30,0.5
RNU6-787P,0.5
RNU6-418P,0.5
RNU6-10P,0.5
RNU6-152P,0.5
RNU6-203P,0.5
RNU6-949P,0.5
SNORD37,0.5
RNU6-637P,0.5
RNU6-213P,0.5
SNORA75B,0.5
RNU6-224P,0.5
SNORA15B-2,0.5
RNU6-629P,0.5
SNORA32,0.5
RNU6-639P,0.5
RNU6-38P,0.5
RNU6-260P,0.5
RNU1-138P,0.5
SNORA1,0.5
RNU1-74P,0.5
RNU6-1029P,0.5
RNU6-746P,0.5
RNU6-409P,0.5
RNU6-206P,0.5
RNU6-209P,0.5
RNU6-890P,0.5
RNU6-571P,0.5
RNU6-214P,0.5
RNU6-767P,0.5
RNU6-187P,0.5
RNU6-356P,0.5
SNORA70F,0.5
RNU6-398P,0.5
RNU6-533P,0.5
RNU6-761P,0.5
RNU6-1103P,0.5
RNU6-1310P,0.5
RNU6-190P,0.5
RNU6-1008P,0.5
RNU6-48P,0.5
RNU6-1200P,0.5
RNU6-217P,0.5
RNU6-1124P,0.5
SNORA9B,0.5
SNORA24B,0.5
RNU6-458P,0.5
RNU6-1013P,0.5
SNORA70J,0.5
RNU6-439P,0.5
RNU1-52P,0.5
RNU6-1181P,0.5
RNU6-481P,0.5
RNU6-80P,0.5
RNU6-432P,0.5
RNU6-689P,0.5
RNU6-1042P,0.5
RNU6-4P,0.5
RNU4-52P,0.5
RNU4-31P,0.5
RNU6-708P,0.5
SNORA36A,0.5
RNU6-1324P,0.5
RNU6-1201P,0.5
RNU6-793P,0.5
RNU6-675P,0.5
RNU6-474P,0.5
RNU6-17P,0.5
RNU6-1145P,0.5
RNU6-1144P,0.5
RNU6-13P,0.5
SNORD61,0.5
RNU6-662P,0.5
RNU6-49P,0.5
RNU6-198P,0.5
SNORD63,0.5
RNU6-610P,0.5
RNU6-574P,0.5
RNU6-622P,0.5
RNU6-820P,0.5
SNORD116-2,0.5
RNU6-611P,0.5
RNU6-301P,0.5
RNU1-2,0.5
RNU6-318P,0.5
SNORD116-3,0.5
SNORA36C,0.5
RNU6-167P,0.5
RNU6-472P,0.5
SNORD59A,0.5
RNU6-339P,0.5
RNU6-196P,0.5
RNU6-1226P,0.5
RNU6-532P,0.5
SNORD51,0.5
RNU6-378P,0.5
RNU6-937P,0.5
RNU1-8P,0.5
SNORA15B-1,0.5
SNORD116-1,0.5
RNU6-463P,0.5
RNU6-1207P,0.5
RNU6-1113P,0.5
RNU6-1119P,0.5
RNU6-616P,0.5
RNU6-171P,0.5
RNU6-242P,0.5
RNU6-921P,0.5
RNU6-517P,0.5
SNORD116-8,0.5
RNU6-166P,0.5
SNORD38C,0.5
RNU1-106P,0.5
RNU6-16P,0.5
RNU6-348P,0.5
SNORD14D,0.5
RNU6-1230P,0.5
RNU6-591P,0.5
RNU6-106P,0.5
RNU6-452P,0.5
SNORD116-13,0.5
RNU6-869P,0.5
RNU6-465P,0.5
RNU6-185P,0.5
RNU6-933P,0.5
RNU1-46P,0.5
RNY1P14,0.5
RNU6-505P,0.5
RNY3P4,0.5
RNU6-929P,0.5
RNU6-1289P,0.5
RNU6-549P,0.5
SNORA68,0.5
SNORA15,0.5
RNU6-24P,0.5
RNU6-1162P,0.5
SNORD116-15,0.5
RNU6-1122P,0.5
RNU1-44P,0.5
RNU6-843P,0.5
RNU6-1157P,0.5
SNORA10B,0.5
RNU6-809P,0.5
RNU6-649P,0.5
SNORD116-12,0.5
RNU6-800P,0.5
RNU6-393P,0.5
RNU6-1035P,0.5
RNU6-102P,0.5
SNORD3H,0.5
SNORA80D,0.5
RNU1-57P,0.5
SNORA70E,0.5
RNU6-456P,0.5
RNU6-692P,0.5
RNU6-900P,0.5
RNU6-125P,0.5
SNORD45A,0.5
RNU6-1065P,0.5
SNORD116-29,0.5
RNU6-342P,0.5
RNU6-1117P,0.5
RNU6-880P,0.5
RNU6-35P,0.5
RNU6-738P,0.5
SNORD116-16,0.5
RNU6-1241P,0.5
RNU6-1081P,0.5
SNORA70C,0.5
RN7SKP62,0.5
RNU6-601P,0.5
SNORA70I,0.5
RNU6-441P,0.5
RNU6-1160P,0.5
SNORD20,0.5
RNU6-1274P,0.5
RNU6-851P,0.5
RNU6-140P,0.5
SNORD7,0.5
SNORA8,0.5
RNU6-1152P,0.5
RNU4-70P,0.5
RNU6-1127P,0.5
RNU6-429P,0.5
SNORA2B,0.5
RNU6-1184P,0.5
RNU6-160P,0.5
RNU6-901P,0.5
RNU6-883P,0.5
RNU6-73P,0.5
RNU6-1263P,0.5
RNU6-146P,0.5
RNU6-680P,0.5
RNU6-12P,0.5
RNU6-658P,0.5
RNU6-225P,0.5
SNORA22C,0.5
RNU6-540P,0.5
RNU6-1257P,0.5
RNU6-2,0.5
RNU6-925P,0.5
RNU6-178P,0.5
RNU6-29P,0.5
RNU6-665P,0.5
SNORD116-23,0.5
RNU6-950P,0.5
RNU6-310P,0.5
RNU6-136P,0.5
RNU6-1060P,0.5
RNU6-959P,0.5
SNORA64,0.5
SNORA41,0.5
RNU6-455P,0.5
RNU6-768P,0.5
RNU6-1151P,0.5
RNU6-95P,0.5
RNU6-1072P,0.5
RNU6-541P,0.5
SNORD56B,0.5
RNU6-291P,0.5
RNU6-606P,0.5
RNU6-535P,0.5
RNU6-1104P,0.5
RNU6-997P,0.5
RNU6-476P,0.5
RNU6-253P,0.5
RNU6-376P,0.5
RNU6-41P,0.5
RNY1P7,0.5
RNU6-1044P,0.5
RNU6-713P,0.5
SNORA46,0.5
RNVU1-14,0.5
RNU6-1031P,0.5
RNU6-1105P,0.5
RNU1-3,0.5
RNU6-555P,0.5
SNORA41B,0.5
RNU6-33P,0.5
MIR548C,0.5
MIR25,0.5
MIR521-2,0.5
MIR99B,0.5
MIR633,0.5
MIR647,0.5
MIR34C,0.5
MIR23B,0.5
MIR203A,0.5
MIR433,0.5
MIR615,0.5
MIR661,0.5
MIR649,0.5
MIR662,0.5
MIR526B,0.5
MIR199B,0.5
